entry_time,required_state_timestamp,weekday,hour_utc,missing_features,number_missing_features,continuity_segment_id,bars_since_segment_start,segment_start_utc,completed_m15_bars,completed_h1_bars,completed_h3_bars,warmup_shortfall_features,preceding_gap_classification,diagnostic_reason,cause_explained,previous_available_feature_timestamp,next_available_feature_timestamp,previous_complete_vector_timestamp,next_complete_vector_timestamp
2017-12-11T15:24:40+00:00,2017-12-11T15:15:00+00:00,Monday,15,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,129,156.0,2017-12-10T00:00:00+00:00,157.0,39.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2017-12-11T15:00:00+00:00,2017-12-11T15:30:00+00:00,2017-12-08T22:00:00+00:00,2017-12-12T09:00:00+00:00
2017-12-11T19:55:17+00:00,2017-12-11T19:45:00+00:00,Monday,19,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,129,174.0,2017-12-10T00:00:00+00:00,175.0,43.0,14.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2017-12-11T19:30:00+00:00,2017-12-11T20:00:00+00:00,2017-12-08T22:00:00+00:00,2017-12-12T09:00:00+00:00
2017-12-12T03:54:31+00:00,2017-12-12T03:45:00+00:00,Tuesday,3,"[""h3_atr_change_4""]",1.0,129,206.0,2017-12-10T00:00:00+00:00,207.0,51.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2017-12-12T03:30:00+00:00,2017-12-12T04:00:00+00:00,2017-12-08T22:00:00+00:00,2017-12-12T09:00:00+00:00
2017-12-15T11:00:34+00:00,2017-12-15T11:00:00+00:00,Friday,11,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-15T00:00:00+00:00,2017-12-17T00:15:00+00:00,2017-12-15T00:00:00+00:00,2017-12-19T09:00:00+00:00
2017-12-15T20:45:15+00:00,2017-12-15T20:45:00+00:00,Friday,20,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-15T00:00:00+00:00,2017-12-17T00:15:00+00:00,2017-12-15T00:00:00+00:00,2017-12-19T09:00:00+00:00
2017-12-19T02:36:26+00:00,2017-12-19T02:30:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,130,201.0,2017-12-17T00:00:00+00:00,202.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2017-12-19T02:15:00+00:00,2017-12-19T02:45:00+00:00,2017-12-15T00:00:00+00:00,2017-12-19T09:00:00+00:00
2017-12-22T01:49:39+00:00,2017-12-22T01:45:00+00:00,Friday,1,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-22T00:00:00+00:00,2017-12-24T00:15:00+00:00,2017-12-22T00:00:00+00:00,2017-12-26T09:00:00+00:00
2017-12-22T05:00:16+00:00,2017-12-22T05:00:00+00:00,Friday,5,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-22T00:00:00+00:00,2017-12-24T00:15:00+00:00,2017-12-22T00:00:00+00:00,2017-12-26T09:00:00+00:00
2017-12-22T14:59:27+00:00,2017-12-22T14:45:00+00:00,Friday,14,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-22T00:00:00+00:00,2017-12-24T00:15:00+00:00,2017-12-22T00:00:00+00:00,2017-12-26T09:00:00+00:00
2017-12-22T17:00:31+00:00,2017-12-22T17:00:00+00:00,Friday,17,,,,,,,,,,,SOURCE_BAR_GAP,True,2017-12-22T00:00:00+00:00,2017-12-24T00:15:00+00:00,2017-12-22T00:00:00+00:00,2017-12-26T09:00:00+00:00
2017-12-26T05:05:28+00:00,2017-12-26T05:00:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,131,211.0,2017-12-24T00:00:00+00:00,212.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2017-12-26T04:45:00+00:00,2017-12-26T05:15:00+00:00,2017-12-22T00:00:00+00:00,2017-12-26T09:00:00+00:00
2018-01-03T02:22:15+00:00,2018-01-03T02:15:00+00:00,Wednesday,2,"[""h3_atr_change_4""]",1.0,132,200.0,2018-01-01T00:00:00+00:00,201.0,50.0,16.0,"[""h3_atr_change_4""]",EXPECTED_MARKET_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-03T02:00:00+00:00,2018-01-03T02:30:00+00:00,2017-12-29T22:00:00+00:00,2018-01-03T09:00:00+00:00
2018-01-05T23:21:03+00:00,2018-01-05T23:15:00+00:00,Friday,23,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-01-05T22:00:00+00:00,2018-01-07T00:15:00+00:00,2018-01-05T22:00:00+00:00,2018-01-09T09:00:00+00:00
2018-01-08T05:00:20+00:00,2018-01-08T05:00:00+00:00,Monday,5,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,133,115.0,2018-01-07T00:00:00+00:00,116.0,29.0,9.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-08T04:45:00+00:00,2018-01-08T05:15:00+00:00,2018-01-05T22:00:00+00:00,2018-01-09T09:00:00+00:00
2018-01-08T14:40:39+00:00,2018-01-08T14:30:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,133,153.0,2018-01-07T00:00:00+00:00,154.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-08T14:15:00+00:00,2018-01-08T14:45:00+00:00,2018-01-05T22:00:00+00:00,2018-01-09T09:00:00+00:00
2018-01-15T23:01:03+00:00,2018-01-15T23:00:00+00:00,Monday,23,"[""h3_atr_change_4""]",1.0,134,187.0,2018-01-14T00:00:00+00:00,188.0,47.0,15.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-15T22:45:00+00:00,2018-01-15T23:15:00+00:00,2018-01-12T22:00:00+00:00,2018-01-16T09:00:00+00:00
2018-01-16T02:06:38+00:00,2018-01-16T02:00:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,134,199.0,2018-01-14T00:00:00+00:00,200.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-16T01:45:00+00:00,2018-01-16T02:15:00+00:00,2018-01-12T22:00:00+00:00,2018-01-16T09:00:00+00:00
2018-01-16T05:03:16+00:00,2018-01-16T05:00:00+00:00,Tuesday,5,"[""h3_atr_change_4""]",1.0,134,211.0,2018-01-14T00:00:00+00:00,212.0,53.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-16T04:45:00+00:00,2018-01-16T05:15:00+00:00,2018-01-12T22:00:00+00:00,2018-01-16T09:00:00+00:00
2018-01-22T06:14:42+00:00,2018-01-22T06:00:00+00:00,Monday,6,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,135,119.0,2018-01-21T00:00:00+00:00,120.0,30.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-22T05:45:00+00:00,2018-01-22T06:15:00+00:00,2018-01-19T22:00:00+00:00,2018-01-23T09:00:00+00:00
2018-01-22T08:11:42+00:00,2018-01-22T08:00:00+00:00,Monday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,135,127.0,2018-01-21T00:00:00+00:00,128.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-22T07:45:00+00:00,2018-01-22T08:15:00+00:00,2018-01-19T22:00:00+00:00,2018-01-23T09:00:00+00:00
2018-01-22T19:08:05+00:00,2018-01-22T19:00:00+00:00,Monday,19,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,135,171.0,2018-01-21T00:00:00+00:00,172.0,43.0,14.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-22T18:45:00+00:00,2018-01-22T19:15:00+00:00,2018-01-19T22:00:00+00:00,2018-01-23T09:00:00+00:00
2018-01-23T04:21:16+00:00,2018-01-23T04:15:00+00:00,Tuesday,4,"[""h3_atr_change_4""]",1.0,135,208.0,2018-01-21T00:00:00+00:00,209.0,52.0,17.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-23T04:00:00+00:00,2018-01-23T04:30:00+00:00,2018-01-19T22:00:00+00:00,2018-01-23T09:00:00+00:00
2018-01-23T08:44:42+00:00,2018-01-23T08:30:00+00:00,Tuesday,8,"[""h3_atr_change_4""]",1.0,135,225.0,2018-01-21T00:00:00+00:00,226.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-23T08:15:00+00:00,2018-01-23T08:45:00+00:00,2018-01-19T22:00:00+00:00,2018-01-23T09:00:00+00:00
2018-01-29T11:24:27+00:00,2018-01-29T11:15:00+00:00,Monday,11,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,136,140.0,2018-01-28T00:00:00+00:00,141.0,35.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-29T11:00:00+00:00,2018-01-29T11:30:00+00:00,2018-01-26T22:00:00+00:00,2018-01-30T09:00:00+00:00
2018-01-29T14:44:39+00:00,2018-01-29T14:30:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,136,153.0,2018-01-28T00:00:00+00:00,154.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-29T14:15:00+00:00,2018-01-29T14:45:00+00:00,2018-01-26T22:00:00+00:00,2018-01-30T09:00:00+00:00
2018-01-30T02:14:42+00:00,2018-01-30T02:00:00+00:00,Tuesday,2,"[""h3_atr_change_4""]",1.0,136,199.0,2018-01-28T00:00:00+00:00,200.0,50.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-30T01:45:00+00:00,2018-01-30T02:15:00+00:00,2018-01-26T22:00:00+00:00,2018-01-30T09:00:00+00:00
2018-01-30T08:07:38+00:00,2018-01-30T08:00:00+00:00,Tuesday,8,"[""h3_atr_change_4""]",1.0,136,223.0,2018-01-28T00:00:00+00:00,224.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-01-30T07:45:00+00:00,2018-01-30T08:15:00+00:00,2018-01-26T22:00:00+00:00,2018-01-30T09:00:00+00:00
2018-01-31T11:11:20+00:00,2018-01-31T11:00:00+00:00,Wednesday,11,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-01-31T00:00:00+00:00,2018-02-01T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-01-31T18:07:38+00:00,2018-01-31T18:00:00+00:00,Wednesday,18,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-01-31T00:00:00+00:00,2018-02-01T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-01-31T23:00:05+00:00,2018-01-31T23:00:00+00:00,Wednesday,23,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-01-31T00:00:00+00:00,2018-02-01T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-01T03:03:53+00:00,2018-02-01T03:00:00+00:00,Thursday,3,"[""er_16"", ""rv_16"", ""atr_change_1"", ""atr_change_8"", ""slope_atr_4"", ""slope_atr_16"", ""range_pos_16"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",13.0,137,11.0,2018-02-01T00:00:00+00:00,12.0,3.0,1.0,"[""er_16"", ""rv_16"", ""atr_change_1"", ""atr_change_8"", ""slope_atr_4"", ""slope_atr_16"", ""range_pos_16"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-01T02:45:00+00:00,2018-02-01T03:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-01T05:04:25+00:00,2018-02-01T05:00:00+00:00,Thursday,5,"[""atr_change_8"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",7.0,137,19.0,2018-02-01T00:00:00+00:00,20.0,5.0,1.0,"[""atr_change_8"", ""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-01T04:45:00+00:00,2018-02-01T05:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-01T08:09:40+00:00,2018-02-01T08:00:00+00:00,Thursday,8,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",6.0,137,31.0,2018-02-01T00:00:00+00:00,32.0,8.0,2.0,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-01T07:45:00+00:00,2018-02-01T08:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-01T17:01:42+00:00,2018-02-01T17:00:00+00:00,Thursday,17,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",4.0,137,67.0,2018-02-01T00:00:00+00:00,68.0,17.0,5.0,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-01T16:45:00+00:00,2018-02-01T17:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-02T02:09:45+00:00,2018-02-02T02:00:00+00:00,Friday,2,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",3.0,137,103.0,2018-02-01T00:00:00+00:00,104.0,26.0,8.0,"[""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-02T01:45:00+00:00,2018-02-02T02:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-02T08:00:37+00:00,2018-02-02T08:00:00+00:00,Friday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,137,127.0,2018-02-01T00:00:00+00:00,128.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-02T07:45:00+00:00,2018-02-02T08:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-02T11:01:31+00:00,2018-02-02T11:00:00+00:00,Friday,11,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,137,139.0,2018-02-01T00:00:00+00:00,140.0,35.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-02T10:45:00+00:00,2018-02-02T11:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-02T14:05:46+00:00,2018-02-02T14:00:00+00:00,Friday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,137,151.0,2018-02-01T00:00:00+00:00,152.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-02T13:45:00+00:00,2018-02-02T14:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-02T23:45:39+00:00,2018-02-02T23:45:00+00:00,Friday,23,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-02T22:00:00+00:00,2018-02-04T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-05T08:00:42+00:00,2018-02-05T08:00:00+00:00,Monday,8,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-05T00:00:00+00:00,2018-02-06T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-05T11:02:05+00:00,2018-02-05T11:00:00+00:00,Monday,11,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-05T00:00:00+00:00,2018-02-06T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-05T16:00:52+00:00,2018-02-05T16:00:00+00:00,Monday,16,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-05T00:00:00+00:00,2018-02-06T00:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-06T06:25:31+00:00,2018-02-06T06:15:00+00:00,Tuesday,6,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",6.0,139,24.0,2018-02-06T00:00:00+00:00,25.0,6.0,2.0,"[""h1_er_8"", ""h1_atr_change_4"", ""h1_slope_atr_8"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-06T06:00:00+00:00,2018-02-06T06:30:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-06T15:03:56+00:00,2018-02-06T15:00:00+00:00,Tuesday,15,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",4.0,139,59.0,2018-02-06T00:00:00+00:00,60.0,15.0,5.0,"[""h1_atr_change_4"", ""h3_er_8"", ""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-06T14:45:00+00:00,2018-02-06T15:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-07T10:00:39+00:00,2018-02-07T10:00:00+00:00,Wednesday,10,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,139,135.0,2018-02-06T00:00:00+00:00,136.0,34.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-07T09:45:00+00:00,2018-02-07T10:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-07T11:16:38+00:00,2018-02-07T11:15:00+00:00,Wednesday,11,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,139,140.0,2018-02-06T00:00:00+00:00,141.0,35.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-07T11:00:00+00:00,2018-02-07T11:30:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-07T17:10:37+00:00,2018-02-07T17:00:00+00:00,Wednesday,17,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,139,163.0,2018-02-06T00:00:00+00:00,164.0,41.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-07T16:45:00+00:00,2018-02-07T17:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-08T06:24:29+00:00,2018-02-08T06:15:00+00:00,Thursday,6,"[""h3_atr_change_4""]",1.0,139,216.0,2018-02-06T00:00:00+00:00,217.0,54.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-08T06:00:00+00:00,2018-02-08T06:30:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-08T08:00:03+00:00,2018-02-08T08:00:00+00:00,Thursday,8,"[""h3_atr_change_4""]",1.0,139,223.0,2018-02-06T00:00:00+00:00,224.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-08T07:45:00+00:00,2018-02-08T08:15:00+00:00,2018-01-31T00:00:00+00:00,2018-02-08T09:00:00+00:00
2018-02-09T07:06:36+00:00,2018-02-09T07:00:00+00:00,Friday,7,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-09T00:00:00+00:00,2018-02-11T00:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-09T08:12:30+00:00,2018-02-09T08:00:00+00:00,Friday,8,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-09T00:00:00+00:00,2018-02-11T00:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-09T13:33:29+00:00,2018-02-09T13:30:00+00:00,Friday,13,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-09T00:00:00+00:00,2018-02-11T00:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-09T19:04:29+00:00,2018-02-09T19:00:00+00:00,Friday,19,,,,,,,,,,,SOURCE_BAR_GAP,True,2018-02-09T00:00:00+00:00,2018-02-11T00:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-12T08:07:43+00:00,2018-02-12T08:00:00+00:00,Monday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,140,127.0,2018-02-11T00:00:00+00:00,128.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-12T07:45:00+00:00,2018-02-12T08:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-12T12:00:17+00:00,2018-02-12T12:00:00+00:00,Monday,12,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,140,143.0,2018-02-11T00:00:00+00:00,144.0,36.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-12T11:45:00+00:00,2018-02-12T12:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-12T14:01:12+00:00,2018-02-12T14:00:00+00:00,Monday,14,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,140,151.0,2018-02-11T00:00:00+00:00,152.0,38.0,12.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,MIDWEEK_SEGMENT_WARMUP,True,2018-02-12T13:45:00+00:00,2018-02-12T14:15:00+00:00,2018-02-09T00:00:00+00:00,2018-02-13T09:00:00+00:00
2018-02-19T09:18:13+00:00,2018-02-19T09:15:00+00:00,Monday,9,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,141,132.0,2018-02-18T00:00:00+00:00,133.0,33.0,11.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-02-19T09:00:00+00:00,2018-02-19T09:30:00+00:00,2018-02-16T22:00:00+00:00,2018-02-20T09:00:00+00:00
2018-02-19T15:59:42+00:00,2018-02-19T15:45:00+00:00,Monday,15,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,141,158.0,2018-02-18T00:00:00+00:00,159.0,39.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-02-19T15:30:00+00:00,2018-02-19T16:00:00+00:00,2018-02-16T22:00:00+00:00,2018-02-20T09:00:00+00:00
2018-02-20T01:43:15+00:00,2018-02-20T01:30:00+00:00,Tuesday,1,"[""h3_atr_change_4""]",1.0,141,197.0,2018-02-18T00:00:00+00:00,198.0,49.0,16.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-02-20T01:15:00+00:00,2018-02-20T01:45:00+00:00,2018-02-16T22:00:00+00:00,2018-02-20T09:00:00+00:00
2018-02-20T08:00:00+00:00,2018-02-20T08:00:00+00:00,Tuesday,8,"[""h3_atr_change_4""]",1.0,141,223.0,2018-02-18T00:00:00+00:00,224.0,56.0,18.0,"[""h3_atr_change_4""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-02-20T07:45:00+00:00,2018-02-20T08:15:00+00:00,2018-02-16T22:00:00+00:00,2018-02-20T09:00:00+00:00
2018-02-26T16:05:59+00:00,2018-02-26T16:00:00+00:00,Monday,16,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,142,159.0,2018-02-25T00:00:00+00:00,160.0,40.0,13.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-02-26T15:45:00+00:00,2018-02-26T16:15:00+00:00,2018-02-23T22:00:00+00:00,2018-02-27T09:00:00+00:00
2018-03-05T07:45:40+00:00,2018-03-05T07:45:00+00:00,Monday,7,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,143,126.0,2018-03-04T00:00:00+00:00,127.0,31.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-03-05T07:30:00+00:00,2018-03-05T08:00:00+00:00,2018-03-02T22:00:00+00:00,2018-03-06T09:00:00+00:00
2018-03-05T08:01:28+00:00,2018-03-05T08:00:00+00:00,Monday,8,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",2.0,143,127.0,2018-03-04T00:00:00+00:00,128.0,32.0,10.0,"[""h3_atr_change_4"", ""h3_slope_atr_8""]",UNEXPLAINED_DATA_GAP,WEEKLY_SEGMENT_WARMUP,True,2018-03-05T07:45:00+00:00,2018-03-05T08:15:00+00:00,2018-03-02T22:00:00+00:00,2018-03-06T09:00:00+00:00
