period,state,variable,WIN_N,WIN_total,WIN_missing,WIN_mean,WIN_median,WIN_q25,WIN_q75,WIN_IQR,LOSS_N,LOSS_total,LOSS_missing,LOSS_mean,LOSS_median,LOSS_q25,LOSS_q75,LOSS_IQR,mean_difference,median_difference,cliffs_delta,hedges_g
2022,S0,posterior_margin,16,16,0,0.940089126117822,0.9999997441236446,0.9991729999197612,0.9999999999467921,0.0008270000270309552,8,8,0,0.9080464716634091,0.9992862714738746,0.9265187848930065,0.9999997198787889,0.07348093498578234,-0.0320426544544129,-0.0007134726497699528,-0.2734375,-0.20633289591484374
2022,S0,posterior_entropy,16,16,0,0.08160222726709028,2.1553173951030064e-06,6.672341398544213e-10,0.003434968279401875,0.003434967612167735,8,8,0,0.12035495687006306,0.0030528275394187,2.3104631105186636e-06,0.11616304904387859,0.11616073858076807,0.03875272960297278,0.003050672222023597,0.25,0.19575747445291236
2022,S1,state_age,104,104,0,6.028846153846154,4.0,2.0,7.0,5.0,0,0,0,,,,,,,,,
2022,S1,bars_since_transition,100,104,4,5.04,3.0,0.75,6.0,5.25,0,0,0,,,,,,,,,
2022,S1,max_posterior,104,104,0,0.9072579233892859,0.9873153602569982,0.8523241244983828,0.9998161994532908,0.14749207495490801,0,0,0,,,,,,,,,
2022,S1,posterior_margin,104,104,0,0.8150515353268553,0.9747153393448568,0.70465543142242,0.9996331478689371,0.29497771644651705,0,0,0,,,,,,,,,
2022,S1,posterior_entropy,104,104,0,0.20864260220559566,0.06837451876161796,0.001769469928600275,0.4187266943949644,0.41695722446636413,0,0,0,,,,,,,,,
2022,S2,state_age,178,178,0,12.134831460674157,9.0,4.0,15.0,11.0,43,43,0,13.395348837209303,10.0,6.5,14.0,7.5,1.2605173765351463,1.0,0.08126469819702116,0.10424909667271919
2022,S2,bars_since_transition,168,178,10,11.005952380952381,8.5,3.0,14.0,11.0,38,43,5,12.105263157894736,9.0,6.0,13.0,7.0,1.099310776942355,0.5,0.08693609022556391,0.09205473351974397
2022,S2,max_posterior,178,178,0,0.9356640687870047,0.9995811025319574,0.9474188020081546,0.999979942843265,0.05256114083511032,43,43,0,0.9815727291069208,0.9998816916721772,0.9964461448140397,0.9999883399379639,0.0035421951239241745,0.04590866031991614,0.000300589140219798,0.18735301802978835,0.3981666409103592
2022,S2,posterior_margin,178,178,0,0.8718267042378256,0.999192971792539,0.8948444870761515,0.9999598860194279,0.10511539894327637,43,43,0,0.9631683254010747,0.9997851084064928,0.9928928842973652,0.9999766804343453,0.0070837961369800695,0.09134162116324906,0.0005921366139538531,0.18604651162790697,0.39693589288148606
2022,S2,posterior_entropy,178,178,0,0.14212229649454647,0.00381494323001015,0.0002386458458969,0.20605405526636936,0.20581540942047247,43,43,0,0.05167350113569234,0.0012444867165331,0.0001441073142903,0.02359500912427895,0.02345090180998865,-0.09044879535885413,-0.0025704565134770504,-0.18918212699242226,-0.4156336551526067
